month,events,print_straddle,print_hedged,runup_straddle,runup_hedged,move_ratio,iv_crush
2020-09-01,18,-0.1500790805955263,-0.1366628881556355,0.0008137887904120969,-0.006387601224290347,0.5219265735107046,-0.26978252318406626
2020-10-01,223,-0.03873502541953099,-0.03646051812112632,-0.010526940788600427,0.0007509289691419138,0.45044442804571805,-0.11593803086036517
2020-11-01,111,-0.11687861917820255,-0.1197917899865162,-0.004042951663623962,-0.012940807163220389,0.4340585318818536,-0.20127023851516376
2020-12-01,23,-0.11337662188539183,-0.12081098779186215,-0.06207017715723195,-0.06615901536878173,0.5726192322912457,-0.2934047081652739
2021-01-01,134,-0.07645722716420235,-0.06503737258407628,0.044242008025137676,0.05851544508281402,0.46023394170776005,-0.14968691053067473
2021-02-01,223,-0.06290791653016799,-0.054563621667535284,-0.05481779303889767,-0.060481286517464414,0.527396553453597,-0.18220234324632112
2021-03-01,25,-0.12623341709172925,-0.10580936176294001,-0.035283741171089185,-0.031928442893924,0.5649226317240728,-0.25860960576288866
2021-04-01,214,-0.05781060456557162,-0.05966814640027577,-0.0659930500294623,-0.06963534237901142,0.5437671591342003,-0.2087154186137177
2021-05-01,139,-0.046015028505453616,-0.04272410116281296,-0.02671601821071604,-0.0245861536529695,0.5600732983163299,-0.18989636971732393
2021-06-01,19,-0.12608924768425095,-0.12414103466930446,-0.06645890621367048,-0.06537378102806336,0.5933437842181792,-0.28470302800591996
2021-07-01,216,-0.09468843202524274,-0.09883218772737301,-0.022689280342908954,-0.0255474082456229,0.4606206999127959,-0.2028172145685462
2021-08-01,140,-0.06266014592526319,-0.06713304979713415,-0.020542645833634642,-0.021976134455616293,0.5301744512797623,-0.20917294339128353
2021-09-01,20,-0.15178137189487342,-0.155014360892624,0.007354270697990048,0.004740327136613738,0.5916221049253846,-0.3215001319297539
2021-10-01,212,-0.009553435529725821,-0.014591695656288473,0.020134148221431756,0.012318390511576125,0.576918611270979,-0.16214077520987918
2021-11-01,146,-0.02601041445023682,-0.03291675689738516,0.051687685137590304,0.04927377215093422,0.5644111925530246,-0.18798629873197578
2021-12-01,21,-0.028868599857413524,-0.03654153216534126,0.11651862138314979,0.1068639927265993,0.7003814596156154,-0.2601677128401124
2022-01-01,122,-0.05046759538803615,-0.041047963800947496,0.10430541973624743,0.11227514780361918,0.5062847877031675,-0.15045381669401045
2022-02-01,221,-0.06252938792933702,-0.060655450833733235,0.0035676007269306678,0.009279018791320618,0.5148806487845613,-0.18076763336246393
2022-03-01,30,-0.1875076371740369,-0.18316328233469573,0.0014796584820400138,-0.005047557434364726,0.4314462154563125,-0.280597079097967
2022-04-01,187,-0.045691581156618345,-0.048044376570536965,0.06973835004131028,0.08771765513261023,0.5067759725431072,-0.14847541821401825
2022-05-01,133,-0.06592440153661687,-0.07016338857728406,-0.03688078326034182,-0.018079142122098536,0.48328919324609954,-0.16435960189481919
2022-06-01,22,-0.1191372023089325,-0.11123439282966124,-0.028129660583161856,-0.03239513208373668,0.57325411986833,-0.27007633008883464
2022-07-01,189,-0.020117495354421405,-0.023171108395621025,-0.005291466623901253,-0.014645158915520838,0.5706147526831103,-0.1726593791534414
2022-08-01,146,-0.08145863111797619,-0.07615730997088363,0.027241672017718783,0.014743874054744071,0.5176743581753146,-0.19583772272925082
2022-09-01,15,-0.1468506706391316,-0.13210278942764817,-0.02367249404227487,-0.010911562740180477,0.5197735129797199,-0.2606328663854741
2022-10-01,192,-0.05884864479548544,-0.06490601128919594,0.011116595164532627,-0.008247097461969635,0.4924215679355539,-0.17499607682876056
2022-11-01,132,-0.04358914334291351,-0.042647165467265415,-0.041420194437841264,-0.05065041153018072,0.5848614536213186,-0.19206448249304287
2022-12-01,21,-0.1835711952312686,-0.17909584807806403,-0.0028418880458262563,-0.0008475194554047556,0.5298172709032665,-0.33636197300239834
2023-01-01,133,-0.027146699285681704,-0.030165830988918913,-0.032015771527064585,-0.031651085388016226,0.6201863330440484,-0.20463347237832782
2023-02-01,208,-0.0685157607828436,-0.07198666546759967,-0.01642498832798822,-0.0068764727961380225,0.564004566504888,-0.2205226778038555
2023-03-01,26,-0.05799338233705989,-0.047730038317866534,-0.05943910694212624,-0.07011063824068914,0.7234423613996104,-0.2893825606779505
2023-04-01,204,-0.03904486873311345,-0.04131480217710705,-0.026826946556161274,-0.021064172950049517,0.5886407555251093,-0.21446373451548448
2023-05-01,152,-0.03497319916999374,-0.043541116955826374,0.019606830501579325,0.015620407621897406,0.5783067851431138,-0.1999135482423966
2023-06-01,23,-0.22896838637749087,-0.19734311567136906,0.05203231416970725,0.04031070568504401,0.552236196142059,-0.3658300506405742
2023-07-01,197,-0.01838414382391047,-0.007882824670972894,0.025124759479249397,0.012033769523787456,0.6960890887142674,-0.24454298883613357
2023-08-01,171,-0.06290143113466752,-0.06490933406456365,0.007732997875970581,0.020407071794015443,0.610514039366759,-0.25179163778877683
2023-09-01,16,-0.1203770799511995,-0.11486112535722345,-0.04458075853402646,-0.02429101202461746,0.5464277653596199,-0.26453188932522287
2023-10-01,220,-0.03693014512610961,-0.03677212002300244,-0.0015621798606929836,0.013281171181168682,0.571626889163831,-0.1914027882442907
2023-11-01,146,-0.07530938555569867,-0.08769635770895136,0.002337208750108343,-0.015356023418881407,0.6292748714281708,-0.2961912332381726
2023-12-01,21,-0.059388275679033785,-0.10104657942129835,0.030266525911149027,0.020013152503688,0.6709616165591307,-0.33598749901199043
2024-01-01,141,-0.0539740672019288,-0.054766601791064476,0.025512575102585013,0.023689948988475325,0.6441100398484109,-0.2626491605343262
2024-02-01,244,-0.08181682032684082,-0.09068658942889828,0.029901814669007216,0.02320249112452802,0.6079587126094032,-0.27524237776182703
2024-03-01,18,-0.0702732737517914,-0.08070958614187852,0.16126178934424198,0.13565978876707535,0.7914315812651885,-0.4528014232320722
2024-04-01,222,-0.08618795621115762,-0.08227696797436662,0.014940567128673567,0.0023807854865888207,0.5776676955558753,-0.2512984466939544
2024-05-01,144,-0.12699762521608246,-0.12005799101427389,-0.03203410324669761,-0.028841200007874743,0.603522952581837,-0.32306490488108447
2024-06-01,16,-0.21843423983412424,-0.2110522380774239,0.05573738753033016,0.04232540621697642,0.5770408446826254,-0.39742349901580265
2024-07-01,239,-0.0428532134860819,-0.04754263237720374,0.09350295169144601,0.08078533880623477,0.6492379918948862,-0.25538578224081926
2024-08-01,132,-0.1044756310591242,-0.12734612879237378,0.10374415011443587,0.10346230295198572,0.5588405056374007,-0.26802653136668847
2024-09-01,16,-0.09186459863955045,-0.08298072036499948,0.0035466866409781567,0.007960305046550606,0.6824284319840735,-0.3386368475467218
2024-10-01,267,-0.05799021368080517,-0.04930580921743556,0.004722356483994434,0.006791949861043858,0.6271462408673475,-0.23665875889556034
2024-11-01,109,-0.1068908346687311,-0.10932509978652097,0.019310436329510166,0.006520446201850158,0.6168489171239161,-0.29966856002288544
2024-12-01,23,-0.20485748032435183,-0.21015386425880142,0.08994830265730322,0.0978172546123136,0.5241911576281258,-0.38865724398792306
2025-01-01,141,-0.06594872253814069,-0.07102245866313031,0.052576860199492655,0.04059248639544669,0.6272156192184551,-0.2756742617591286
2025-02-01,236,-0.11404958750617682,-0.11008046130488498,0.013203021046163067,0.014167263566023318,0.5966461731861482,-0.2829665647203656
2025-03-01,25,-0.2233592093818426,-0.21296455410162568,-0.06891624066994428,-0.06606118917108426,0.5680155345995604,-0.3945613354317809
2025-04-01,229,-0.14595483820792493,-0.15120438260000119,-0.06568433374062624,-0.07192372801418201,0.4264609668566277,-0.2410385965428666
2025-05-01,163,-0.17935800324630885,-0.1769383362051037,-0.05272840251521655,-0.06455701438138615,0.45283672329993874,-0.2899421144035635
2025-06-01,20,-0.17006071465738842,-0.13877413986659728,-0.022462331085731074,-0.031007332033121983,0.6452305448605534,-0.36456730251471936
2025-07-01,231,-0.0836215912092508,-0.08853523972710936,-0.001622518640998905,-0.0010049979652993113,0.5878712707081226,-0.2677717579012097
2025-08-01,136,-0.15365942763026336,-0.15488467938110773,0.02851552571931271,0.035120545147414146,0.5726390449481608,-0.3416804507849339
2025-09-01,22,-0.2715846598210752,-0.27269172586375723,0.000987592176228907,-0.0022142771747202467,0.45501916438699264,-0.4092128199298799
2025-10-01,245,-0.09911024445058436,-0.1001710109254898,-0.006240348461671702,0.001802836154284813,0.5061317036058111,-0.22419031735181272
2025-11-01,130,-0.13721561566303564,-0.141305620506237,-0.0030580253472140217,0.010527062437727533,0.5099198599199727,-0.27450875526763496
2025-12-01,25,-0.25175412662713825,-0.2559307933434964,-0.03855404846604811,-0.056091868173062456,0.4700188838547546,-0.39389203113948945
