date,gross_pnl,vega_pnl,spread_cost_full,hedge_cost,positions,names_today,mean_iv,mean_relative_spread,net_vega,net_hedge_notional,gross_premium,long_pnl,short_pnl,net_pnl_25,net_pnl_50
2017-05-30,10241.010198447479,5304.761904761915,144024.2733666217,85.25316694529283,42,203,0.23791785714285718,0.13138656824162712,-5.684341886080802e-14,35989.436491488945,478763.36206566304,7849.931428848695,2391.0787695987838,-25850.311310153236,-61856.37965180867
2017-05-31,1319.5930504162063,3578.5714285714294,145843.90648127484,94.55072293858261,42,202,0.23405238095238098,0.17645426749250087,-5.684341886080802e-14,130078.05234614058,470852.866441743,-1598.1706087498292,2917.763659166036,-35235.934292841084,-71696.9109131598
2017-06-01,-2931.263689703702,4797.619047619048,122762.83032732335,110.51819573191614,42,201,0.2330916666666667,0.14998093817680908,1.7053025658242404e-13,-9609.655740878594,470217.86184328137,-1004.5120389660271,-1926.7516507376745,-33732.48946726645,-64423.19704909729
2017-06-02,7024.311664613429,-2866.6666666666556,102552.69891583372,106.12007365291397,42,203,0.22633214285714287,0.1202135730051401,-1.1368683772161603e-13,-63952.36694303546,455384.4023084874,-346.97869512498585,7371.290359738415,-18719.983137997915,-44358.157866956346
2017-06-05,8646.141217768587,6711.904761904763,115334.30538612891,90.62300526980403,42,203,0.22393333333333335,0.127343901657861,-1.7053025658242404e-13,929.9038729445356,450715.4829701927,6792.668981515687,1853.4722362528994,-20278.058134033443,-49111.63448056567
2017-06-06,-10960.215642920832,-7533.333333333327,116475.12963212228,98.88409534721089,42,204,0.23762380952380951,0.12811158220487767,-1.1368683772161603e-13,-136027.74057475507,478159.02720064326,-4281.522131207089,-6678.693511713743,-40177.88214629861,-69296.66455432918
2017-06-07,3014.52515042118,1969.318181818186,115488.7982910267,186.6361188542706,88,436,0.20705,0.13653494201388375,-8.526512829121202e-14,-10787.914167859595,432576.7049464543,1502.2721958263642,1512.2529545948157,-26044.310541189767,-54916.510113946446
2017-06-08,-8109.867982885188,-4893.181818181815,138749.2469410475,236.9338333935461,88,436,0.2167198863636364,0.14042921623915416,8.526512829121202e-14,-57610.278917314135,459424.07009616034,2802.627545717378,-10912.495528602565,-43034.113551540606,-77721.42528680248
2017-06-09,6915.470867360106,1364.772727272732,135304.92376692165,190.52264024132486,88,431,0.22652159090909094,0.15754690524520046,2.842170943040401e-14,-96660.27795268888,469905.5848114407,2473.3724535411316,4442.098413818974,-27101.282714611632,-60927.513656342046
2017-06-12,3547.196878362844,2615.90909090909,120902.5766464192,195.4292498844964,88,433,0.22224147727272728,0.13697775186953481,1.4210854715202004e-13,-118097.02365084687,462246.9394310796,-5090.8689472793685,8638.065825642214,-26873.87653312645,-57099.52069473125
2017-06-13,2683.537904554418,5412.222222222226,134040.79659335272,185.0635517773197,90,442,0.21730166666666667,0.14575543596023488,2.842170943040401e-14,-135394.21118784745,446456.8273407126,2487.2380022524617,196.29990230195608,-31011.72479556108,-64521.92394389926
