signal_lag,label,days,start,end,mean_names,positions_per_side,gross_pnl_per_day,gross_tstat,gross_sharpe,gross_total,hit_rate,unmarked_share,one_sided_mark_share,gross_premium_per_day,gross_return_on_premium_bps,vega_share_of_pnl,vega_r2,spread_cost_full_per_day,hedge_cost_per_day,breakeven_spread_fraction,net_25_pnl_per_day,net_25_tstat,net_25_sharpe,net_50_pnl_per_day,net_50_tstat,net_50_sharpe
0,lag0,2203,2017-03-29,2025-12-31,412.08760780753516,41.66046300499319,8668.914620577107,19.56380182454858,10.099018362727364,19097618.909131363,0.8374943259192011,0.0008706317910074379,0.003030987694240446,663406.3120016699,130.6727787141598,1.106717865973929,0.6534963539345666,199725.9782991335,170.9361464690815,0.04254818800476939,-41433.516100675355,-31.84667912113887,-23.28419444117656,-91365.01067545873,-32.10054768551882,-24.985980977505882
1,lag1,2202,2017-03-30,2025-12-31,401.8855585831063,40.63760217983651,224.0657809287431,0.9164982983765605,0.31176806621414405,493392.84960509225,0.536330608537693,0.0007905750150493012,0.0031414788384707014,659601.5976094289,3.396986631639718,4.789775434903561,0.5872015043472618,199440.5566501324,168.38412655735894,0.00027918922463229676,-49804.45750816171,-31.202284526478884,-23.349016234886772,-99664.5966706948,-31.197891484100495,-24.29014229358596
