label,filters,holding_days,nw_lags,formation_days,names_per_side,days,mean_daily_pnl,t_stat_nw,daily_vol,sharpe_annual,total_pnl,max_drawdown,hit_rate,gross_pnl,spread_cost,break_even_spread_frac
strategy gross,vega>=5 & px>=10 & oi>=250 & no_earnings_in_life,21,15,66,11.2,164,1401.5279215713135,2.912711489216525,7066.7566187967695,3.148341907908211,229850.5791376957,33897.3342295234,0.573170731707317,229850.57913769543,0.0,NaN
strategy,vega>=5 & px>=10 & oi>=250 & no_earnings_in_life,21,15,66,11.2,164,610.4694665767306,1.1188103599178802,7204.899992694845,1.3450432843186537,100116.99251858381,53958.16018055781,0.4695121951219512,229850.57913769543,129733.58661911165,0.8858561037571557
