date,option_pnl,hedge_pnl,cost,gross_pnl,total_pnl,long_pnl,short_pnl,gross_vega,n_positions
2025-12-02,-2649.8711579255482,4608.437583020493,0.0,1958.5664250949442,1958.5664250949442,-588.1821567829368,2546.748581877881,188856.16620392507,669
2025-12-03,1878.9913432274689,3265.520680363479,0.0,5144.512023590948,5144.512023590948,3525.4713481974077,1619.0406753935406,193237.9118386092,680
2025-12-04,-346.8671896016053,6740.639300613588,0.0,6393.772111011984,6393.772111011984,-1154.0354468738399,7547.8075578858225,193967.5610577954,690
2025-12-05,-6028.405746942637,9162.555354718721,0.0,3134.1496077760835,3134.1496077760835,1848.998738175118,1285.1508696009653,197751.93005774188,701
2025-12-08,-4890.094194787011,4792.511993279545,0.0,-97.58220150746519,-97.58220150746519,-1131.6001146089486,1034.0179131014834,192988.23003449422,692
2025-12-09,-5648.982696300781,6830.759795897427,0.0,1181.7770995966453,1181.7770995966453,-487.03782444931835,1668.8149240459636,179740.45746476486,692
2025-12-10,-10385.098670486599,7811.57371370315,0.0,-2573.5249567834503,-2573.5249567834503,1710.1683878831168,-4283.693344666567,160159.89700928735,692
2025-12-11,15827.97635116631,-11561.36667136514,0.0,4266.609679801168,4266.609679801168,411.710115704299,3854.8995640968687,171280.8222918002,731
2025-12-12,18774.504407756085,-20176.59074417527,0.0,-1402.0863364191857,-1402.0863364191857,-4794.081914502652,3391.9955780834666,177565.6148802325,772
2025-12-15,3713.2263396218823,1075.180030802609,0.0,4788.406370424491,4788.406370424491,-232.93226213801023,5021.338632562501,161132.4708667143,746
2025-12-16,15148.58817016986,-4583.099263643631,0.0,10565.488906526229,10565.488906526229,852.9196059579574,9712.569300568272,163998.18254751575,797
2025-12-17,-31064.538635110548,33986.28071186658,0.0,2921.742076756033,2921.742076756033,6012.378227824943,-3090.6361510689107,174955.92207458752,852
2025-12-18,13594.352500525325,-1331.0435560741928,0.0,12263.308944451132,12263.308944451132,-1986.290190348876,14249.599134800006,172814.48670508782,862
2025-12-19,-15121.784989770043,-6785.669068671872,0.0,-21907.454058441916,-21907.454058441916,-5394.10486620878,-16513.349192233134,159363.49565092413,873
2025-12-22,-17796.832141647836,19240.379181660708,0.0,1443.5470400128731,1443.5470400128731,-3989.1815976562984,5432.728637669172,157764.39416339068,648
2025-12-23,3437.6883178199887,-5801.225746026111,0.0,-2363.5374282061216,-2363.5374282061216,-2769.7525986396495,406.2151704335279,169736.42887522472,693
2025-12-24,7890.793038840618,-5910.172543240152,0.0,1980.620495600466,1980.620495600466,-1108.3989972809304,3089.019492881396,181503.13873331115,741
2025-12-26,14585.948094379046,-7108.184331608913,0.0,7477.7637627701315,7477.7637627701315,-2413.8198631475025,9891.583625917634,182971.81335634616,776
2025-12-29,-25718.885957964805,24800.743349459444,0.0,-918.1426085053589,-918.1426085053589,-8300.83148818631,7382.688879680951,183052.1935367908,744
2025-12-30,-555.1422586628938,-275.73754280621176,0.0,-830.8798014691052,-830.8798014691052,-4631.2012173442,3800.3214158750943,195776.61830148043,757
2025-12-31,16432.169647448874,-13723.92642786188,0.0,2708.243219586991,2708.243219586991,-3592.076851570811,6300.320071157802,204883.7304799943,770
