quantile,mean_daily_pnl,t_stat_nw
0,889.2871508036213,1.014480368822465
1,945.3097746244603,1.0244548530951387
2,291.20755456335655,0.31364858159279185
3,652.0014575390992,0.6352869681164641
4,-20.333718666538402,-0.025084285158970657
5,-117.72828884601833,-0.1253030379355657
6,-133.75895582307663,-0.1570386051890811
7,-114.66271989263797,-0.09506847189672672
8,-195.88686599654852,-0.15574739872277069
9,-160.8987777204229,-0.14335244506335146
