date,gross_pnl,gross_vega,window,book
2018-07-02,0.0,20000.0,1w,rank
2018-07-03,-8529.202011807452,19797.76368095202,1w,rank
2018-07-05,-35696.63869540275,19190.66898540663,1w,rank
2018-07-06,48173.95287369242,18658.104289405655,1w,rank
2018-07-09,-8660.715362110957,20000.0,1w,rank
2018-07-10,-2041.2518295940329,19275.38877439233,1w,rank
2018-07-11,4797.042624558522,19528.631809521932,1w,rank
2018-07-12,401.5667124170353,18858.004887803414,1w,rank
2018-07-13,3794.5899688653035,18346.093646422367,1w,rank
2018-07-16,-2847.3872822932367,20000.0,1w,rank
2018-07-17,5776.8721462646,19375.944136158047,1w,rank
2018-07-18,3101.4677011908493,18626.65559869235,1w,rank
2018-07-19,-1390.5556400076002,18520.14888595356,1w,rank
2018-07-20,6498.387840504752,18092.973789062413,1w,rank
2018-07-23,-684.4464042742901,20000.0,1w,rank
2018-07-24,12157.412895598143,19537.66582551699,1w,rank
2018-07-25,-13400.75878284245,18049.47327950573,1w,rank
2018-07-26,13451.452904671707,17431.276914539183,1w,rank
2018-07-27,6766.570219834492,16698.846481815617,1w,rank
2018-07-30,-3148.254020947168,20000.0,1w,rank
2018-07-31,8854.333355400253,19385.331602253074,1w,rank
2018-08-01,1521.762482487232,19105.596672734602,1w,rank
2018-08-02,1678.914138410593,18577.053814149487,1w,rank
2018-08-03,-5103.6799239912725,18014.562744581308,1w,rank
2018-08-06,6357.105224935021,20000.0,1w,rank
2018-08-07,1763.3591697409026,19572.096101774154,1w,rank
2018-08-08,-4570.420171894469,19261.796421620224,1w,rank
2018-08-09,3766.2820210387667,18695.676516464464,1w,rank
2018-08-10,1349.8369370672062,18876.475904618044,1w,rank
2018-08-13,5752.580750435807,20000.0,1w,rank
2018-08-14,10600.356625290784,19520.206980419207,1w,rank
2018-08-15,-4714.06242588161,19135.599912759,1w,rank
2018-08-16,1487.4360690597111,18315.35474819393,1w,rank
2018-08-17,2298.8036407113277,17628.75751172739,1w,rank
2018-08-20,5574.447083153231,20000.0,1w,rank
2018-08-21,19616.934844230487,20427.04491010851,1w,rank
2018-08-22,-8921.576058826955,19735.719201316384,1w,rank
2018-08-23,15427.766414159045,19782.16269024064,1w,rank
2018-08-24,-10812.43661438224,18710.631095480006,1w,rank
2018-08-27,9425.62439363124,20000.0,1w,rank
2018-08-28,24669.68917393551,18872.605925704393,1w,rank
2018-08-29,-10908.005607241172,18822.754073748343,1w,rank
2018-08-30,10871.215933744987,19140.011583968768,1w,rank
2018-08-31,2537.1677869402356,18218.927482402934,1w,rank
2018-09-04,-9410.149468931233,20000.0,1w,rank
2018-09-05,1687.3198642004936,19680.970520794403,1w,rank
2018-09-06,-1597.4005567046167,19392.477390428376,1w,rank
2018-09-07,4168.48392844282,18904.27804176421,1w,rank
2018-09-10,-9654.651992642,20000.0,1w,rank
2018-09-11,456.714590870462,19741.808723298764,1w,rank
2018-09-12,1841.3026591406258,19293.11337328213,1w,rank
2018-09-13,4476.870955051445,18807.271981674803,1w,rank
2018-09-14,5927.9741788629,18311.149726027157,1w,rank
2018-09-17,-4892.495785518268,20000.0,1w,rank
2018-09-18,13848.835257064318,19233.01989947629,1w,rank
2018-09-19,-4418.052509998828,18881.776434441854,1w,rank
2018-09-20,1772.6550741674437,18281.469310345445,1w,rank
2018-09-21,-984.7868923103418,17657.384087130748,1w,rank
2018-09-24,-163.89212904037893,20000.0,1w,rank
2018-09-25,7220.542897539982,19349.2930785396,1w,rank
2018-09-26,-6675.187202459593,18338.016182311367,1w,rank
2018-09-27,-2655.1720207135118,17741.29112417315,1w,rank
2018-09-28,2603.092305271348,17552.03856751867,1w,rank
2018-10-01,1076.7999787364597,20000.0,1w,rank
2018-10-02,497.3812740193906,19594.66525348929,1w,rank
2018-10-03,3978.888105303042,19218.34504131624,1w,rank
2018-10-04,-2702.6370270373354,18952.42489819792,1w,rank
2018-10-05,-1211.4208917792275,18545.628676819542,1w,rank
2018-10-08,5112.603933447009,19941.017111896028,1w,rank
2018-10-09,6574.5351239894735,19448.22375594058,1w,rank
2018-10-10,374.9761490200027,18864.155881357958,1w,rank
2018-10-11,8996.848356598915,18242.81554016198,1w,rank
2018-10-12,3444.8593663888964,18523.86756450128,1w,rank
2018-10-15,-2803.883793817312,20000.0,1w,rank
2018-10-16,17477.385509393345,21603.246790927,1w,rank
