date,option_pnl,vega_pnl,theta_pnl,gamma_pnl,hedge_pnl,cost,gross_pnl,total_pnl,long_pnl,short_pnl,gross_vega,n_positions
2023-01-19,-2596.2281945649083,-1541.1836902721159,3832.717945677669,-5337.415728073391,-2430.74847813768,0.0,-5026.976672702589,-5026.976672702589,-2480.602397238156,-2546.3742754644327,13822.304459826164,613
2023-01-20,-14564.972848924981,-18520.661051378927,5568.471577334128,-2403.081648575375,16714.3946353873,0.0,2149.4217864623165,2149.4217864623165,-2970.8037455702834,5120.225532032599,3379.103570858875,613
2023-02-10,0.0,0.0,0.0,0.0,0.0,1309.6207315060487,0.0,-1309.6207315060487,-397.4666853635916,-912.1540461424573,20000.0,11
2023-02-13,625.2086275446226,673.7063069906849,41.82465115781238,-26.68592253912191,41.302795239285985,807.9031320771805,666.5114227839085,-141.39170929327204,-733.851469459324,592.4597601660519,39489.59777397309,22
2023-02-14,1391.8008961430892,1027.955767030957,27.52730532053434,233.96092072734734,-84.04212220780556,1012.4902877244825,1307.7587739352837,295.2684862108011,-1647.9729171756082,1943.2414033864095,58965.03824252842,33
2023-02-15,162.97042736114182,235.22309595943884,14.424561078924024,143.69721623678222,249.81534226770327,968.8101194123803,412.78576962884523,-556.0243497835352,-1131.5955558284406,575.5712060449055,78100.80205569601,44
2023-02-16,-5541.753507470633,212.0395731093861,39.634714699026475,-5912.303405121204,809.265331480533,700.0975501898401,-4732.488175990101,-5432.585726179941,1298.5635530391096,-6731.149279219051,94492.73846473696,57
2023-02-17,4820.290573607654,989.0114477261195,24.680578972075104,37.84943106359835,-3722.942711840049,929.8528087954315,1097.3478617676042,167.4950529721726,-941.7196567584436,1109.214709730616,113391.84345198123,70
2023-02-21,3452.504469425798,986.1433321087537,175.33028000949443,-727.5548668717959,-3027.904729417436,1018.7896011888348,424.5997400083626,-594.1898611804722,3112.760261473891,-3706.9501226543634,126968.98540886091,85
2023-02-22,-2725.919288496356,-1868.2324719846317,12.416625471728342,43.93492930572177,354.85302238302,1606.6555735948123,-2371.066266113336,-3977.7218397081483,-3110.5528828448923,-867.1689568632559,145432.26917687964,100
2023-02-23,2423.209575609744,947.2715711105453,50.90510931840221,358.1209608462449,-1050.8092713079704,1646.40036367159,1372.4003043017735,-274.0000593698163,-4121.374330838055,3847.374271468239,162728.71633980388,119
2023-02-24,568.1174699706895,4558.197457544846,86.42626953343385,-222.74964782853533,1643.1765654313688,907.4953750063197,2211.2940354020584,1303.7986603957386,311.6797253971088,992.1189349986302,174453.53573203576,138
2023-02-27,-5425.774120558689,-661.1176530910163,88.62077545031207,19.52808032841395,1811.6012726715317,1084.174863267579,-3614.1728478871564,-4698.347711154735,-5848.749809198068,1150.4020980433324,191263.19799128876,157
2023-02-28,1622.5107663341796,-274.2481570551632,31.108585208428437,83.701879139112,-1593.668589548958,1741.4315331702308,28.842176785222005,-1712.5893563850086,-3368.646095740733,1656.0567393557244,207177.24630773294,177
2023-03-01,597.7726221289805,3498.738836154685,29.441727780460756,66.33024284260846,2816.0052557122476,1360.2627515746042,3413.7778778412285,2053.5151262666245,3384.5771813634615,-1331.062055096837,222844.5867810118,198
2023-03-02,3567.667539269277,3077.4042819538668,-87.97055041167282,1253.726931954712,-2044.9722035049988,1238.7690097552631,1522.695335764278,283.92632600901476,-1066.23196998944,1350.1582959984546,241480.15837940582,221
2023-03-03,-5809.337295212369,-2667.2293332325594,-63.92427398217714,469.11724619103666,3693.4432727496815,1403.721558815756,-2115.894022462687,-3519.615581278443,-7056.078603036852,3536.4630217584086,260028.3024150848,246
2023-03-06,-5162.833746027372,753.8490583553427,-333.10019456728185,-1009.89994483127,3788.004211168068,0.0,-1374.8295348593042,-1374.8295348593042,-5228.982167528995,3854.152632669691,251543.41788195499,246
2023-03-07,4324.940037433003,1823.049729498375,-129.4554311663096,-607.1503405569276,-3589.1582371876293,0.0,735.781800245374,735.781800245374,6604.582548293864,-5868.80074804849,242309.69869572972,246
2023-03-08,6357.487111343683,1881.467966064502,-144.53690445053144,335.6568001946376,-4329.176986934441,0.0,2028.3101244092425,2028.3101244092425,-1226.0243736379477,3254.33449804719,240555.4524733837,246
