label,filters,holding_days,nw_lags,formation_days,names_per_side,days,mean_daily_pnl,t_stat_nw,daily_vol,sharpe_annual,total_pnl,max_drawdown,hit_rate,gross_pnl,spread_cost,break_even_spread_frac
strategy gross,vega>=5 & px>=10 & oi>=250 & no_earnings_in_life,21,14,380,10.7,1094,316.319872674762,1.7872700256942031,6756.3433122029655,0.7432159786789959,346053.9407061895,160316.84023141587,0.5310786106032906,346053.9407061896,0.0,NaN
strategy,vega>=5 & px>=10 & oi>=250 & no_earnings_in_life,21,14,380,10.7,1094,-290.83664723556035,-1.6470331823116027,6798.19511707869,-0.6791344709680303,-318175.29207570304,428009.1069787203,0.463436928702011,346053.9407061896,664229.2327818926,0.260492856703147
