estimator,mean_vol_points,corr_with_close_to_close,relative_efficiency
Parkinson,12.592986649026312,0.7346789891337852,3.855638928465986
Garman-Klass,12.276655630641743,0.4209081683775137,5.323572673733547
Rogers-Satchell,12.082951737127981,0.21685505448034526,6.025764655919397
GKYZ,15.048433595529717,0.44687262112476384,3.1062541462262296
