year,months,straddle,call_hedged,put_hedged,straddle_std
2017,3,0.14112669253428806,0.013793318064928341,0.008603996724521987,0.41489963936605834
2018,12,-0.00559468498607162,0.0022332719945451734,-0.0017475905429100876,0.3253197693403123
2019,12,-0.05277395439735683,-0.0028823678012789727,-0.002429003972695708,0.21643820203915207
2020,12,0.09049440658073772,0.022847577347788254,0.014753374274857907,0.3763558237779985
2021,12,-0.05966174476645003,0.00119641952680975,-0.001625437271330678,0.20746498435766444
2022,12,0.03172427170221028,0.0019283673199516087,0.0037004738795579583,0.26227125565805137
2023,12,0.06689999095348198,0.005198647866787638,0.006328500360413228,0.2034843447654703
2024,12,-0.12785379112465364,-0.009346958838600277,-0.013706451835056718,0.32865968219643527
2025,11,0.006464346326103376,0.00255156457605,0.0008310975171977746,0.3171809324282349
