sort,months,names_per_month,stock_10_1,stock_t,straddle_10_1,straddle_t,call_hedged_10_1,call_hedged_t,put_hedged_10_1,put_hedged_t,daily_hedged_10_1,daily_hedged_t,straddle_10_1_cost50,straddle_cost50_t
skew: OTM put IV - ATM call IV,98,284.9183673469388,-0.0021964116722154774,-0.6446204783997099,0.002902383794036158,0.09026212794216507,0.007922747623580934,3.1531407598710275,-0.005914185843686242,-2.737467411601895,0.011575503796377232,0.8157207363851475,-0.05779162393868502,-1.9024819144603446
"skew, no earnings in hold",98,201.01020408163265,-0.00023527310668476205,-0.06506028328597842,-0.008021619211387374,-0.2202368375457448,0.0060965589211081075,2.264121634104513,-0.007512928395861678,-3.00311423824975,0.005919794192494458,0.37846383753701196,-0.07067704575550177,-2.042425285114565
slope: 90d ATM IV - 30d ATM IV,98,283.8061224489796,-0.0008936095438782192,-0.28859251385074547,0.01046331435090838,0.39261956940776443,0.0024619749840428156,1.057361681950965,0.0020937356916822447,0.958845246323336,0.010643134779879838,0.7916492834777603,-0.042402846678213875,-1.6586435421897794
"slope, no earnings in hold",98,200.70408163265307,0.004642039520147161,1.212012652871979,0.01440487294056272,0.48746100841296397,0.002270174432354633,0.7721744947781704,0.0032044871501090955,1.1900124087074515,0.0041891611997669515,0.2710365370933164,-0.04481926820024688,-1.5090601474097043
slope relative: (long - short) / short,98,283.8061224489796,0.0008029109001952755,0.29596699247643793,0.011354710357319702,0.44470980258730775,0.0015985188550995731,0.8250536981445823,0.001509051353845556,0.8086284958284624,0.007892488768986477,0.6519397443741738,-0.0472852527427786,-1.865581831132066
