date,gross_pnl,gross_vega,window,book
2021-06-24,-5853.499256822109,19217.621736653866,3m_skip1m,rank
2021-06-25,7820.597072427758,18612.894725408958,3m_skip1m,rank
2021-06-28,-11605.456972982614,20000.0,3m_skip1m,rank
2021-06-29,-34.044544174081,19730.726957003284,3m_skip1m,rank
2021-06-30,1664.853250408754,19607.88403567195,3m_skip1m,rank
2021-07-01,6757.9086569783485,20198.399055159873,3m_skip1m,rank
2021-07-02,3618.9884720287782,19878.61500012409,3m_skip1m,rank
2021-07-06,-5560.007300414523,20000.0,3m_skip1m,rank
2021-07-07,-969.1974775073405,19436.076997009124,3m_skip1m,rank
2021-07-08,1811.4881896218303,19089.990422029947,3m_skip1m,rank
2021-07-09,860.5077957281256,18947.63118170911,3m_skip1m,rank
2021-07-12,2510.4049311856484,20000.0,3m_skip1m,rank
2021-07-13,-4895.206975902963,19608.35557785982,3m_skip1m,rank
2021-07-14,171.97669255345198,19091.306289912587,3m_skip1m,rank
2021-07-15,-1665.85902207907,18536.657377879455,3m_skip1m,rank
2021-07-16,951.6264355808621,17744.173465719326,3m_skip1m,rank
2021-07-19,-11909.668379142355,20000.0,3m_skip1m,rank
2021-07-20,1567.546693770086,20298.89968764268,3m_skip1m,rank
2021-07-21,-4729.280027674269,20409.809695758027,3m_skip1m,rank
2021-07-22,2512.814125518407,19509.913804289125,3m_skip1m,rank
2021-07-23,-2237.8085039350285,18745.113257482662,3m_skip1m,rank
2021-07-26,-1720.123639445,20000.0,3m_skip1m,rank
2021-07-27,5648.077126625745,19339.66950231758,3m_skip1m,rank
2021-07-28,1257.4611418283548,18588.644755455498,3m_skip1m,rank
2021-07-29,5831.833657162049,17292.98407437733,3m_skip1m,rank
2021-07-30,-9944.993639323426,16494.7925775478,3m_skip1m,rank
2021-08-02,7828.639196621268,20000.0,3m_skip1m,rank
2021-08-03,-951.3791619782795,19511.122495102387,3m_skip1m,rank
2021-08-04,2346.5418472988067,19222.917101685933,3m_skip1m,rank
2021-08-05,-354.7382349332929,18884.862090226485,3m_skip1m,rank
2021-08-06,2066.588816755044,18577.959202079433,3m_skip1m,rank
2021-08-09,1836.3338978138727,20000.0,3m_skip1m,rank
2021-08-10,38.24894164885559,19561.672971375927,3m_skip1m,rank
2021-08-11,1574.1065364549852,19185.121515616207,3m_skip1m,rank
2021-08-12,-1776.0752984855856,18709.026387521677,3m_skip1m,rank
2021-08-13,3408.7103674658415,18512.600641355744,3m_skip1m,rank
2021-08-16,-999.9728058395079,20000.0,3m_skip1m,rank
