risk_aversion,gross_pnl,sharpe,max_drawdown,gross_vega,turnover,effective_names,seconds
1e-5,2967546.102597624,1.277229352221297,-279880.7363489475,19464.903948083615,39.85619740682799,31.5124380727128,62.57585287094116
1e-4,640494.5924074487,1.2602223414870537,-66288.24049710738,14902.950973616005,27.964450296904037,167.62899909587404,49.22386407852173
1e-3,66201.09682276293,1.1867330318662181,-6694.533080957466,1872.0900876466624,26.958835646323042,200.62447289409457,44.375253200531006
1e-2,6620.123337767665,1.1867358302505024,-669.4525997718911,187.20907858506632,26.95883502994055,200.6245731033072,42.95451521873474
1e-5 cap 2k,2968051.3148341803,1.2741194410021857,-279636.69476259657,19465.762753168317,39.84395595633588,31.718498174427857,67.20405292510986
1e-4 cap 2k,640494.7559521573,1.26022269564886,-66288.32940799673,14902.951428318063,27.96445130029413,167.62903323306284,55.898442029953
