date,gross_pnl,gross_vega,signal_version
2018-10-16,1716.5360051375158,22082.655286597797,raw
2018-10-17,-3949.700944492408,21461.42435016479,raw
2018-10-18,5567.698005342664,20194.62990066144,raw
2018-10-19,744.1183229723538,19873.143064713247,raw
2018-10-22,586.7714538235862,20000.0,raw
2018-10-23,-514.7089487756264,22934.712272867466,raw
2018-10-24,-12208.299987660448,24206.181290007913,raw
2018-10-25,16756.499712371216,25889.441647769985,raw
2018-10-26,4363.595746865794,26473.406350921734,raw
2018-10-29,-1732.9715320145851,20000.0,raw
2018-10-30,-301.88278702669214,19549.788468909454,raw
2018-10-31,33567.14713564067,19485.792863341278,raw
2018-11-01,-6073.532516400086,18774.53521353362,raw
2018-11-02,-343.022677055636,18501.089644464682,raw
2018-11-05,-1057.8414525325295,20000.0,raw
2018-11-06,7887.7052642213675,19229.004229107453,raw
2018-11-07,2018.6690400419945,17361.848677678416,raw
2018-11-08,-423.7079197022836,17097.699570166198,raw
2018-11-09,-11659.07003957726,17608.26911080398,raw
2018-11-12,1779.2810723606883,20000.0,raw
2018-11-13,-16253.875126862036,19736.443160705596,raw
2018-11-14,-3560.828700479281,19772.64134552772,raw
2018-11-15,-3951.5169222182226,18721.75368964848,raw
2018-11-16,-1654.1695800193988,17765.989408658443,raw
2018-11-19,4561.586869581559,20000.0,raw
2018-11-20,2906.033240544662,21775.128017944025,raw
2018-11-21,1348.9820686894202,21070.449135933206,raw
2018-11-23,1578.4133000914533,20460.63072631816,raw
2018-11-26,683.0360995881567,20000.0,raw
2018-11-27,286.0669686401969,18952.51772840824,raw
2018-11-28,4638.07768018832,19000.18277658466,raw
2018-11-29,2552.7751424583244,19640.596433245137,raw
2018-11-30,950.1916271003561,18871.64618838305,raw
2018-12-03,8176.954235831636,19999.999999999996,raw
2018-12-04,-9254.237367790714,18859.519798692625,raw
2018-12-06,2068.4159568514083,18222.424642665712,raw
2018-12-07,-7054.707388190328,16628.859400310663,raw
2018-12-10,6563.644817856286,20000.0,raw
2018-12-11,-1239.2505119101766,19502.27408757552,raw
2018-12-12,3791.9261341437755,19699.052221676113,raw
2018-12-13,-2178.597365430938,18922.73527781424,raw
2018-12-14,-1204.7294550234897,18061.24981973766,raw
2018-12-17,1587.2741437408752,20000.0,raw
2018-12-18,-3531.519179245414,19919.415884869646,raw
2018-12-19,-2503.6011162377727,19189.870316515648,raw
2018-12-20,1125.047239343992,21138.146148375832,raw
2018-12-21,-2935.3476727894504,22160.947431946577,raw
2018-12-24,-6873.208209898649,20000.0,raw
2018-12-26,-1800.4944688593828,23467.88638944859,raw
2018-12-27,-9334.548897435825,23626.210376653547,raw
2018-12-28,12658.868516424152,22674.230567064213,raw
2018-12-31,4868.3128868273225,20000.0,raw
2019-01-02,2410.3200162815842,19424.47605556118,raw
2019-01-03,1788.4507869748597,19023.628962821855,raw
2019-01-04,1001.1690234317264,18851.941190917987,raw
2019-01-07,394.9069577130311,20000.0,raw
2019-01-08,3126.685869886672,19242.86221159908,raw
2019-01-09,-2717.571023194258,18864.93874463778,raw
2019-01-10,1146.7198685242943,18121.06840869889,raw
2019-01-11,5046.98629365584,17757.815698954284,raw
2019-01-14,-1686.8170566894612,20000.0,raw
2019-01-15,5390.7408898708445,18756.149106907094,raw
2019-01-16,-2491.4549320729607,18629.769513665084,raw
2019-01-17,-7845.6371878979,18579.63837257635,raw
2019-01-18,7240.390326586465,17865.646039188996,raw
2019-01-22,-985.7782323315487,20000.0,raw
2019-01-23,1390.6549187311734,19986.59144280105,raw
2019-01-24,4631.126972554298,20076.32710232199,raw
2019-01-25,-21599.739282067734,19576.977723043176,raw
2019-01-28,13468.993314756315,20000.0,raw
2019-01-29,2057.7963538000427,19852.02301396488,raw
2019-01-30,-670.4902859538289,19387.81258158007,raw
2019-01-31,-3794.1400082160817,19156.808163415797,raw
2019-02-01,501.66818910597016,18835.07420707141,raw
2019-02-04,-1511.416208016421,20000.0,raw
2019-02-05,3782.1657162005304,19176.36513502948,raw
2019-02-06,-1125.8622863024145,19119.561134933356,raw
2019-02-07,-15585.70434680316,18944.903106474518,raw
2019-02-08,5109.77274678419,18607.40347837951,raw
2019-02-11,-1222.3969925948402,20000.0,raw
2019-02-12,-643.5937393124726,18924.02235317355,raw
2019-02-13,-682.4611129170673,17986.320094467836,raw
2019-02-14,5193.182462405653,17950.106941640155,raw
2019-02-15,-3264.3422791168346,16619.04942033407,raw
2019-02-19,3787.6770871732797,19999.999999999996,raw
2019-02-20,-8778.421020052401,19336.94359293613,raw
2019-02-21,-3678.0275396286534,18813.132114902597,raw
2019-02-22,9212.502070978917,16963.363667335547,raw
2019-02-25,-6843.210676957785,20000.0,raw
2019-02-26,1088.4924849501967,19664.964811967806,raw
2019-02-27,-2443.6866548207972,19179.16560827945,raw
2019-02-28,-214.4580896854276,18861.540042072233,raw
2019-03-01,335.5872944044331,18449.090050487575,raw
2019-03-04,1156.3958776226293,20000.0,raw
2019-03-05,1985.8936747081927,19607.223814068417,raw
2019-03-06,26.300928405531824,19081.57851079664,raw
2019-03-07,-2638.358554712348,18433.876222955616,raw
2019-03-08,249.97099430209514,18210.446845706116,raw
2019-03-11,4520.382755835632,19999.999999999996,raw
2019-03-12,-2462.1473125915986,19678.911082082745,raw
2019-03-13,206.02068172863588,19237.67702423122,raw
2019-03-14,1692.7958611790878,18700.711878427777,raw
2019-03-15,3158.378976912965,18035.54237514871,raw
2019-03-18,4.304738793238144,20000.0,raw
2019-03-19,-2764.929821422999,19995.14139960677,raw
2019-03-20,-158.79217640148372,19031.965885988233,raw
2019-03-21,3677.329491389001,17921.807505115867,raw
2019-03-22,-3588.8259771786848,17963.72881533757,raw
2019-03-25,-1711.6965450432153,20000.0,raw
2019-03-26,2584.727691491659,19772.494234410664,raw
2019-03-27,-376.236531405637,18906.420540159656,raw
2019-03-28,-5409.464922600983,18998.587098308417,raw
2019-03-29,1002.0669514542911,42918.8314615894,raw
2019-04-01,13018.58114704831,20000.0,raw
2019-04-02,894.3867692777735,19709.658672465484,raw
2019-04-03,692.7423849070879,19178.68428441071,raw
2019-04-04,702.0183028537555,18773.171297825374,raw
2019-04-05,-1923.3215443008935,18217.26707068304,raw
2019-04-08,-213.0618023896055,20000.0,raw
2019-04-09,706.9551912200548,20456.879955309356,raw
2019-04-10,2307.391073643055,19704.421890288104,raw
2019-04-11,3731.5183020196455,19126.656026809178,raw
2019-04-12,-1043.8909744548241,17940.383066785434,raw
2019-04-15,-2616.389194829882,20000.0,raw
2019-04-16,2429.609493196654,18765.92117745938,raw
2019-04-17,-3760.7990240475756,18045.2358859374,raw
2019-04-18,2317.002731239258,17432.548561791584,raw
2019-04-22,-544.0575445966116,20000.0,raw
2019-04-23,-6224.529620813417,20164.372478304205,raw
2019-04-24,6654.899354563931,20171.637906802436,raw
2019-04-25,10787.973432220359,20187.500224096973,raw
2019-04-26,-3265.1789896599958,18439.34743041789,raw
2019-04-29,2690.002708349765,20000.0,raw
2019-04-30,3655.983451726205,19396.599258764967,raw
2019-05-01,4965.545213262124,19112.75028413502,raw
2019-05-02,4321.088514857113,18639.170468742752,raw
2019-05-03,813.2283184680084,18134.238162387992,raw
2019-05-06,1404.7864816189863,20000.0,raw
2019-05-07,5820.673393918107,19854.70088055717,raw
2019-05-08,-2223.0221184113598,19244.69084327245,raw
2019-05-09,57.83655421648048,18786.693780090474,raw
2019-05-10,751.1309478099254,18236.972889780012,raw
2019-05-13,-2573.3946025366936,20000.0,raw
2019-05-14,3886.5570450297614,20706.61350775897,raw
2019-05-15,1371.0375665541985,20071.049109264368,raw
2019-05-16,1080.4214740954685,19592.086391396777,raw
2019-05-17,592.0745453510687,19215.15450806933,raw
2019-05-20,-1255.8382672262992,20000.0,raw
2019-05-21,5693.69554897053,20365.300543338395,raw
2019-05-22,-8722.01043979465,18880.794965560075,raw
2019-05-23,34282.17557892138,19158.235091132545,raw
2019-05-24,345.08342591867046,18446.219946600828,raw
2019-05-28,-2453.6282211668795,20000.0,raw
2019-05-29,5637.082005233559,21100.544628558964,raw
2019-05-30,4581.009740214365,21609.70328673996,raw
2019-05-31,1090.6500402157342,22511.75197036923,raw
2019-06-03,8017.825457982691,20000.0,raw
2019-06-04,-1726.829366217591,19578.21475955168,raw
2019-06-05,1176.6395545644828,18717.773398226735,raw
2019-06-06,557.4237265845126,18125.444727624516,raw
2019-06-07,988.5429141027143,17476.837447047106,raw
2019-06-10,713.5080808543835,20000.0,raw
2019-06-11,268.77223521970046,19788.92878155103,raw
2019-06-12,462.9339031997691,19359.050601936393,raw
2019-06-13,-2828.9530558287765,18550.800497226388,raw
2019-06-14,2842.478216270932,18510.81310102337,raw
2019-06-17,-1255.2224550146368,20000.0,raw
2019-06-18,-1538.7542983698256,18721.710834101257,raw
2019-06-19,57.28943952450001,17537.234349458555,raw
2019-06-20,2611.0152894610405,16601.98496359314,raw
2019-06-21,-94.45828990446407,16728.89459243374,raw
2019-06-24,-370.868038726373,20000.0,raw
2019-06-25,-3568.995313811282,20969.88674288734,raw
2019-06-26,1351.9602592748822,21002.18351257149,raw
2019-06-27,70.27001276984743,19651.912498771235,raw
2019-06-28,-8898.111855887904,18067.89612928778,raw
2019-07-01,6119.313448038316,20000.0,raw
2019-07-02,-77.69468788676694,19298.37889111012,raw
2019-07-03,594.0555339475203,18974.81819404301,raw
2019-07-05,2050.704086076396,18718.785270182198,raw
2019-07-08,-228.63049420237206,20000.0,raw
2019-07-09,879.7613577523426,19760.17965596343,raw
2019-07-10,43.15910156963169,18973.218447069612,raw
2019-07-11,1459.9176218695438,18643.215816495464,raw
2019-07-12,619.8772272232322,18143.94226734306,raw
2019-07-15,-613.2086451840732,20000.0,raw
2019-07-16,-3545.776481272752,19977.608451606236,raw
2019-07-17,5320.479247225514,19840.842580646662,raw
2019-07-18,257.0292507160592,18817.678169386727,raw
2019-07-19,407.00498985327414,19369.993362292076,raw
2019-07-22,-3589.459842506632,20000.0,raw
2019-07-23,5778.194909918869,20220.579637288636,raw
2019-07-24,-2662.3781425341313,20472.815602580915,raw
2019-07-25,6018.940106938735,19723.88526065931,raw
2019-07-26,-8706.00148220096,19873.4098580907,raw
2019-07-29,704.3556022135948,20000.0,raw
2019-07-30,3862.326959680986,19496.41662974732,raw
2019-07-31,2264.959178088296,18988.42887556884,raw
2019-08-01,2788.242055043043,18032.624411412657,raw
2019-08-02,658.6099475691752,17308.185030594224,raw
2019-08-05,2153.4605860141214,20000.0,raw
2019-08-06,-3341.779406633903,20264.919977101486,raw
2019-08-07,1180.6509408570223,20111.20470925933,raw
2019-08-08,-1421.0013813515516,20733.704921392608,raw
2019-08-09,2138.5972677964105,19660.92057772319,raw
2019-08-12,2585.6565553862097,20000.0,raw
2019-08-13,-7004.431121984877,21034.515369004934,raw
2019-08-14,-3907.484565909226,20447.552607956106,raw
2019-08-15,-18437.54500385373,20325.06055292635,raw
2019-08-16,6718.561367702556,20319.337259422096,raw
2019-08-19,-7637.69380587345,20000.0,raw
2019-08-20,13158.446598026716,19830.40479662666,raw
2019-08-21,-7460.605342917886,19389.008407494763,raw
2019-08-22,-248.93448828459125,19150.27328477535,raw
2019-08-23,7159.43560491446,19729.892657821263,raw
2019-08-26,-1474.009718094755,20000.0,raw
2019-08-27,-5520.598371613453,20079.643621704152,raw
2019-08-28,2266.7226982690954,19889.220388522943,raw
2019-08-29,-407.98087418878873,19491.343838718567,raw
2019-08-30,-3543.016888218768,19061.5146005265,raw
2019-09-03,3494.8029046095253,20000.0,raw
2019-09-04,-1914.476095937435,19606.96476722264,raw
2019-09-05,4916.074639590158,18743.46951993869,raw
2019-09-06,2309.5449112211095,18269.45060278538,raw
2019-09-09,829.2243467246453,20000.0,raw
2019-09-10,1185.2989279756846,18645.751419664317,raw
2019-09-11,-2570.2195607336,17856.857586328253,raw
2019-09-12,-691.2521929065647,17745.295746352716,raw
2019-09-13,159.98006591155996,17278.008682419284,raw
2019-09-16,-5205.432337138162,20000.0,raw
2019-09-17,-750.6433014489286,19858.533801530557,raw
2019-09-18,459.8160058726744,20452.43664348914,raw
2019-09-19,-4566.741629230559,19951.577254016254,raw
2019-09-20,1754.013227921766,19962.79590643848,raw
2019-09-23,-1232.3266419326933,20000.0,raw
2019-09-24,646.9185386061611,20746.100441153416,raw
2019-09-25,3541.5798420503397,19834.641955578176,raw
2019-09-26,-914.3410838440998,19504.362262117567,raw
2019-09-27,-1482.076038819703,18875.55209294598,raw
2019-09-30,2597.8838385589224,20000.0,raw
2019-10-01,4186.341702188122,19791.599967722792,raw
2019-10-02,-1986.0539146584276,19126.327225792804,raw
2019-10-03,521.906674410892,19013.67984130239,raw
2019-10-04,1798.8976710679437,18807.323476841946,raw
2019-10-07,629.0865433456089,20000.0,raw
2019-10-08,1029.0036180767763,19175.852560794006,raw
2019-10-09,2184.382906637692,19198.92132594536,raw
2019-10-10,-3789.4965437388087,19095.71800433309,raw
2019-10-11,-4824.923219384171,18952.282639036534,raw
2019-10-14,9695.300453956046,20000.0,raw
2019-10-15,326.9492224941216,19310.598652774785,raw
2019-10-16,1473.6810396552223,18745.362205002613,raw
2019-10-17,-1250.2649432743917,18103.51317381396,raw
2019-10-18,-951.0406034687074,17735.694678404903,raw
2019-10-21,2072.143542762801,20000.0,raw
2019-10-22,-11978.33436095324,19546.32570873073,raw
2019-10-23,-258.46898615147916,19573.472836855617,raw
2019-10-24,-2775.7345659770735,19129.016081832826,raw
2019-10-25,-3844.111101973554,18299.578576073767,raw
2019-10-28,4094.0986388406704,20000.0,raw
2019-10-29,5559.881367812361,19633.7460841977,raw
2019-10-30,-237.77283131479624,19147.100915218918,raw
2019-10-31,-2186.4548935611774,18557.686045577047,raw
2019-11-01,2930.576876962043,18433.853959138378,raw
2019-11-04,491.8699012575573,20000.0,raw
2019-11-05,1016.6842134385556,19309.56107972805,raw
2019-11-06,-4066.5986232778228,19150.745667610994,raw
2019-11-07,2059.9240227496807,18293.062485404513,raw
2019-11-08,-1249.9219173660845,17629.613925708116,raw
2019-11-11,-130.4471049609266,20000.0,raw
2019-11-12,357.0468305782214,19426.99635184563,raw
2019-11-13,-2038.1702842830264,19194.602255323683,raw
2019-11-14,6005.8365495809685,18979.368881526934,raw
2019-11-15,-3382.0759738581846,17870.8297832491,raw
2019-11-18,-53.76835237888838,20000.0,raw
2019-11-19,7168.497828577237,20558.948364997366,raw
2019-11-20,-8479.180429145705,20471.479263906196,raw
2019-11-21,9397.12236842761,20339.806621088723,raw
2019-11-22,428.0146823184042,19073.038367506444,raw
2019-11-25,-1792.3304368923848,20000.0,raw
2019-11-26,5809.281824280377,19949.574704616567,raw
2019-11-27,5706.909212013784,20451.25240403122,raw
2019-11-29,-2735.935754845026,19762.073989848668,raw
2019-12-02,247.23817827923608,20000.0,raw
2019-12-03,-1910.2613473388747,19725.848733490096,raw
2019-12-04,2174.641409960437,19395.82444117479,raw
2019-12-05,2701.350083375118,19028.177474096552,raw
2019-12-06,1577.5868540260547,18632.306763030592,raw
2019-12-09,611.180834191826,20000.0,raw
2019-12-10,-3189.4439137043023,19766.311570593858,raw
2019-12-11,-133.4269189355769,19381.445122476318,raw
2019-12-12,-1411.8301574516688,18665.05380215807,raw
2019-12-13,1999.858981912494,18234.61424165385,raw
2019-12-16,1333.735516268024,20000.0,raw
2019-12-17,2415.0378782717726,19371.928058884983,raw
2019-12-18,4391.383814467341,18998.149711286882,raw
2019-12-19,-4512.118685260148,18146.782009380724,raw
2019-12-20,-1239.6175612797715,17174.713145965437,raw
2019-12-23,438.26957861037215,20000.0,raw
2019-12-24,4616.658763468706,20275.33442037562,raw
2019-12-26,4199.894097509244,18807.202188251,raw
2019-12-27,-2547.438507232197,18174.74743739165,raw
2019-12-30,2533.5706935069593,20000.0,raw
2019-12-31,529.8740615229809,19767.24675632496,raw
2020-01-02,-1072.6544655155462,19133.69729266597,raw
2020-01-03,-1660.7024809551995,18953.816176630833,raw
2020-01-06,6.267313252769867,20000.0,raw
2020-01-07,8528.016750940073,19654.656702466826,raw
2020-01-08,-363.2255295001434,19317.322726205442,raw
2020-01-09,515.5404158893004,18758.351989509363,raw
2020-01-10,12.836033684513144,18497.012706715235,raw
2020-01-13,487.1058897355265,20000.0,raw
2020-01-14,-1503.9929813907283,19854.60711353221,raw
2020-01-15,176.90240756170897,19032.915713851515,raw
2020-01-16,2831.70878005756,17931.749028998165,raw
2020-01-17,3047.0055219891187,17245.34955143035,raw
2020-01-21,1490.473170736411,20000.0,raw
2020-01-22,-4025.5587429690713,19530.58768224098,raw
2020-01-23,-5016.874023133663,18752.80583936258,raw
2020-01-24,-5050.318290009121,18894.622118650237,raw
2020-01-27,9118.23865604617,20000.0,raw
2020-01-28,1132.3909941561692,18948.75400887112,raw
2020-01-29,3421.5117621120567,18636.636545116588,raw
2020-01-30,-2485.5851504388706,17293.554875321188,raw
2020-01-31,13927.769708651214,18010.987200318334,raw
2020-02-03,-6432.574481609741,20000.0,raw
2020-02-04,-1817.2721969647853,19347.581356887506,raw
2020-02-05,-2398.0046168126664,18687.79011932646,raw
2020-02-06,-1427.2463535740917,18221.157090430133,raw
2020-02-07,1972.6342613993615,18215.48297145238,raw
2020-02-10,-1311.6331624029795,20000.0,raw
2020-02-11,1487.0372470354043,19637.557629399387,raw
2020-02-12,-377.320901700431,18841.00699228688,raw
2020-02-13,3688.6012822401717,18553.041632396245,raw
2020-02-14,1928.027659688949,18074.514494111736,raw
2020-02-18,1929.1922763727732,20000.0,raw
2020-02-19,-2029.8926183741437,19498.54908523464,raw
2020-02-20,-2009.8254196806222,19181.813184418876,raw
2020-02-21,-1315.8907062807868,19571.473935172744,raw
2020-02-24,2182.854436645961,20000.0,raw
2020-02-25,-818.2074692287928,19944.02348066692,raw
2020-02-26,-550.6939927104288,19127.84132839687,raw
2020-02-27,6717.225719291033,19279.25948686688,raw
2020-02-28,8377.041328876363,20116.71149512448,raw
2020-03-02,-6373.098527188538,20000.0,raw
2020-03-03,3697.3106263986606,19329.101842808377,raw
2020-03-04,4264.119029777038,19196.68074107857,raw
2020-03-05,3063.530310741202,18980.554383720908,raw
2020-03-06,-7221.254607377387,18739.261138624657,raw
2020-03-09,4073.074569868604,20000.0,raw
2020-03-10,-10697.401478323167,20799.458639890425,raw
2020-03-11,-4931.603441135714,19584.36314001288,raw
2020-03-12,-7754.062749172559,18489.809359405284,raw
2020-03-13,-3599.585987369807,18782.742452402006,raw
2020-03-16,23217.741473380705,19939.96875085661,raw
2020-03-17,33376.589836548024,20213.794816044876,raw
2020-03-18,-26174.228233735947,18940.847631336797,raw
2020-03-19,-19322.416230083116,18484.227469937858,raw
2020-03-20,47225.64740348173,18764.82631880273,raw
2020-03-23,4923.819058286763,20000.0,raw
2020-03-24,25368.912695507148,21800.749827330113,raw
2020-03-25,21994.638881383555,22659.543071362943,raw
2020-03-26,6154.43310402688,24168.40435227627,raw
2020-03-27,14455.121148679296,23887.981878978746,raw
2020-03-30,24890.37694745822,20000.0,raw
2020-03-31,24376.17003470258,19502.195140333184,raw
2020-04-01,683.303803820948,18420.58666428515,raw
2020-04-02,1118.1146587710991,18335.20389354357,raw
2020-04-03,2697.0731203430732,17864.35307287343,raw
2020-04-06,24980.467622241187,20000.0,raw
2020-04-07,16706.1498807287,20109.902782601162,raw
2020-04-08,-14492.019165409365,21308.210440199422,raw
2020-04-09,1295.6110185988248,21989.668043582653,raw
2020-04-13,6667.579615090097,20000.0,raw
2020-04-14,15863.075247641278,19824.29838947989,raw
2020-04-15,7111.542881168825,19980.415602714493,raw
2020-04-16,-10143.331955017402,19402.486335812962,raw
2020-04-17,9243.419835696204,19234.62575448377,raw
2020-04-20,15830.855855991746,20000.0,raw
2020-04-21,-2293.0950195360856,19819.18900957381,raw
2020-04-22,13673.367202037212,19081.600718693357,raw
2020-04-23,1533.2902604139094,19141.470290709465,raw
2020-04-24,-3355.8015028233876,18453.885957370614,raw
2020-04-27,-3334.9354740494405,20000.0,raw
2020-04-28,-1694.396672023951,19707.89794270492,raw
2020-04-29,-1281.0020539066072,19480.860032471162,raw
2020-04-30,2185.1383400035706,19292.7953624317,raw
2020-05-01,1878.6312964782394,18576.09427411851,raw
2020-05-04,1459.1484262873453,20000.0,raw
2020-05-05,4390.254409588416,19855.168538311722,raw
2020-05-06,2884.9536632086983,19128.990533484728,raw
2020-05-07,-33.72721741725526,19023.57020790062,raw
2020-05-08,-518.9739720340065,19092.80254642284,raw
2020-05-11,-5719.492874924278,20000.0,raw
2020-05-12,2481.7773918196917,19192.804165603953,raw
2020-05-13,5902.547622521902,19100.5583603196,raw
2020-05-14,-2497.2168442966445,19200.53589861515,raw
2020-05-15,-5748.603287527747,18611.779451874387,raw
2020-05-18,-7076.908372232943,20000.0,raw
2020-05-19,5650.164647593425,19376.91407038626,raw
2020-05-20,4790.0027807675215,19054.991512504144,raw
2020-05-21,6643.979276361582,18913.466781809628,raw
2020-05-22,-1692.8762887644423,18411.06831912968,raw
2020-05-26,-5649.092451668783,20000.0,raw
2020-05-27,5678.828687073085,20807.23800035061,raw
2020-05-28,4605.366203658061,21105.667052991343,raw
2020-05-29,6014.110175028268,20554.9241394207,raw
2020-06-01,-6436.273591714729,20000.0,raw
2020-06-02,1194.6828033302747,19768.10823771851,raw
2020-06-03,7551.478861740815,19132.531574213688,raw
2020-06-04,-8967.693660978459,18861.697923077867,raw
2020-06-05,-4258.111556431757,18780.30332191275,raw
2020-06-08,-2964.504059427461,20000.0,raw
2020-06-09,-5775.8090488912485,20571.700794726094,raw
2020-06-10,-158.39512509821066,20557.928801358008,raw
2020-06-11,26701.27481264776,19744.45608689052,raw
2020-06-12,-13265.40875950353,19848.252240247224,raw
2020-06-15,631.8147517506537,20000.0,raw
2020-06-16,477.6695632630948,19895.6371817186,raw
2020-06-17,6789.352928378671,19334.95379361804,raw
2020-06-18,-1398.6734725461906,18806.555902641136,raw
2020-06-19,-1554.1776875522326,17931.0902748252,raw
2020-06-22,-3.1269569912559803,20000.0,raw
2020-06-23,-6125.390392453122,19291.016496838714,raw
2020-06-24,9574.379366793026,18284.868143427404,raw
2020-06-25,8792.42030990546,18161.449002233905,raw
2020-06-26,-13928.76517217104,17576.555559910197,raw
2020-06-29,4254.524713111627,20000.0,raw
2020-06-30,2607.382470948179,19819.683448578162,raw
2020-07-01,-398.6404452196369,19436.934549276833,raw
2020-07-02,-14106.27125130405,19184.497481200608,raw
2020-07-06,8932.193489330137,20000.0,raw
2020-07-07,7786.002722165368,19723.7483754627,raw
2020-07-08,851.299657454355,19357.25441374318,raw
2020-07-09,-7441.924225122115,18875.11869590826,raw
2020-07-10,6951.427652722691,18897.88411008058,raw
2020-07-13,-7250.403111395486,20000.0,raw
2020-07-14,7590.856854646263,19429.12922373383,raw
2020-07-15,-5342.198263116982,19128.770279936387,raw
2020-07-16,2349.5894899669347,18865.239145027015,raw
2020-07-17,-472.8868116342093,18219.80041377895,raw
2020-07-20,-2286.252444980842,20000.0,raw
2020-07-21,7736.965120224136,19654.751600755433,raw
2020-07-22,-617.7882164020903,18991.08200808199,raw
2020-07-23,-3019.5100021619655,18870.05459734992,raw
2020-07-24,-3450.3958539254654,18756.365830023697,raw
2020-07-27,-1123.1453211066248,20000.0,raw
2020-07-28,1283.4939028095605,20281.221489202177,raw
2020-07-29,-1430.329382749526,19634.116303961604,raw
2020-07-30,1863.9146712930908,19884.946255492152,raw
2020-07-31,2223.8913609672145,18903.223614234816,raw
2020-08-03,9.448116495016393,20000.0,raw
2020-08-04,2126.878590137079,19749.57938646992,raw
2020-08-05,-1385.6642348231137,19414.30577770847,raw
2020-08-06,545.1916956429293,19082.97285124977,raw
2020-08-07,124.61393377179236,19021.00091025745,raw
2020-08-10,-5870.7893180379815,20000.0,raw
2020-08-11,5052.224892869059,19676.060057271756,raw
2020-08-12,1686.7279595509656,19479.882333421527,raw
