horizon,target,symbol,origins,qlike_RV,rmse_RV,qlike_ARCH,rmse_ARCH,qlike_GARCH,rmse_GARCH,qlike_IV,rmse_IV,qlike_MEAN,rmse_MEAN,t_dm_iv_vs_rv,premium_points,premium_ratio,mean_iv,best_qlike,best_rmse
5,target_rv,ADP,125,2.0258889201103893,0.12671652390188182,0.5409225431564638,0.09823727187475768,0.5347782447164309,0.09811658455404014,0.4671454914059454,0.09987463296564815,0.5656079602866733,0.09533735315823856,-1.4003598365890295,4.941579932852683,1.3121061805974767,20.77458882550846,IV,MEAN
5,target_rv,ADSK,125,1.4573281753821619,0.20190525805734258,0.719578537514322,0.18394763568175007,0.7806331522576443,0.18769865727370152,0.6346329596805901,0.1577910814567466,1.0229178573796387,0.15957516328073887,-2.2410078050877464,6.532563815365107,1.2909553278882808,28.98468339941837,IV,IV
5,target_rv,AEE,98,0.404377273905514,0.06207174878146673,0.29568324105034655,0.06500580212766723,0.292102589041813,0.054960116659105065,0.2506752109378061,0.059666807873796954,0.23584872351354383,0.04636895281230448,-1.6862665967660546,4.099523052072921,1.29580948052462,17.95818317615813,MEAN,MEAN
5,target_rv,AEP,104,1.7634834821837717,0.12159852832365552,0.48764274360007,0.09414081716382,0.44916252277893254,0.0907479428709588,0.3391106537278803,0.07814842300408215,0.5307290270325071,0.084131778790819,-1.3651895557671347,2.2389248545303593,1.1359672016835922,18.70557877405825,IV,IV
5,target_rv,AES,125,1.8148484428999385,0.40171044918412907,1.0680251791871327,0.37115652139079147,1.0704726028100908,0.37184406941444564,0.9329935180840725,0.33492034581133034,1.2940130339473805,0.34451526238559227,-1.4826032887578762,14.861372727807568,1.4348419002174433,49.037869335830216,IV,IV
5,target_rv,AFL,125,0.6583255556141263,0.08016568770631981,0.38397928425605987,0.08531299933051588,0.39210788659108003,0.08699923224823398,0.2682481685652586,0.06791929330606364,0.2493101674175357,0.05715971345646815,-2.7314267821951255,3.992803182149233,1.2531916752395402,19.762686525950734,MEAN,MEAN
5,target_rv,AIG,125,3.0137749859508585,0.16947064973211692,0.7038163029895005,0.13012483091483215,0.6797039323691922,0.12924214216424174,0.6306227711638217,0.12262869792720867,0.7635266870428372,0.11957892067680141,-1.8632639694061677,4.456813589514293,1.2268754476656067,24.10113224705022,IV,MEAN
5,target_rv,AIZ,78,2.167270770617141,0.1711258926271777,0.8880060740971061,0.1745367875302148,0.8986795420806789,0.1759624778662935,0.61543540332179,0.14765760002765957,0.9441182666682146,0.15067453269288908,-1.5192924900341258,3.686454333236791,1.1867716057907687,23.424220775993355,IV,IV
5,target_rv,AJG,101,1.6270733726793956,0.17752319139780898,0.6071875889150327,0.1332214233565608,0.6222455226514013,0.1370498140806766,0.5618954144901034,0.12809863667023696,0.8718129884017808,0.133229178672703,-2.76420960014729,4.9632144287047995,1.2365391540516686,25.945848143631583,IV,IV
5,target_rv,AKAM,115,2.603414342368432,0.2543809183251842,1.0197850672059992,0.3653259288629887,1.097095583103813,0.38467336542138214,0.5042798717625612,0.18976047008954078,1.699520943819353,0.205102654210263,-1.3736512490845492,9.875517886721772,1.3613410962509012,37.20569978184891,IV,IV
5,target_rv,ALB,125,1.2010687187304947,0.3333021046810792,0.3747527594013944,0.26114943175024496,0.34945412568505085,0.24551495669221793,0.2837942059347317,0.21118894808423458,0.30475598845667284,0.2318022289464804,-2.7106896305916726,-1.940846662302077,0.9677550268392731,58.24982717165719,IV,IV
