date,gross,net,costs,missing_marks
2023-02-07,1040.0000000000005,1040.0000000000005,0.0,0
2023-02-08,-590.0000000000006,-590.0000000000006,0.0,0
2023-02-09,-1254.9999999999982,-1254.9999999999982,0.0,0
2023-02-10,574.9999999999972,392.9999999999967,182.00000000000043,0
2023-02-13,0.0,0.0,0.0,0
2023-02-14,0.0,0.0,0.0,0
2023-02-15,0.0,0.0,0.0,0
2023-02-16,0.0,-527.0,527.0,0
2023-02-17,384.99999999999943,384.99999999999943,0.0,0
2023-02-21,-2815.0000000000005,-2815.0000000000005,0.0,0
2023-02-22,730.0000000000011,730.0000000000011,0.0,0
2023-02-23,824.9999999999972,824.9999999999972,0.0,0
2023-02-24,-2504.999999999998,-2681.999999999998,177.0,0
2023-02-27,0.0,0.0,0.0,0
2023-02-28,0.0,0.0,0.0,0
2023-03-01,0.0,0.0,0.0,0
2023-03-02,0.0,0.0,0.0,0
2023-03-03,0.0,0.0,0.0,0
2023-03-06,0.0,0.0,0.0,0
2023-03-07,0.0,0.0,0.0,0
2023-03-08,0.0,0.0,0.0,0
2023-03-09,0.0,0.0,0.0,0
2023-03-10,0.0,0.0,0.0,0
2023-03-13,0.0,-241.99999999999986,241.99999999999986,0
2023-03-14,1140.0000000000005,1140.0000000000005,0.0,0
2023-03-15,-310.0000000000023,-310.0000000000023,0.0,0
2023-03-16,-409.99999999999943,-409.99999999999943,0.0,0
2023-03-17,525.0,525.0,0.0,0
2023-03-20,34.99999999999943,-307.00000000000045,341.9999999999999,0
2023-03-21,0.0,-156.99999999999972,156.99999999999972,0
2023-03-22,1280.0000000000011,1280.0000000000011,0.0,0
2023-03-23,229.9999999999983,229.9999999999983,0.0,0
2023-03-24,229.9999999999983,229.9999999999983,0.0,0
2023-03-27,1565.0000000000034,1565.0000000000034,0.0,0
2023-03-28,929.9999999999983,797.9999999999986,131.99999999999972,0
2023-03-29,0.0,0.0,0.0,0
2023-03-30,0.0,0.0,0.0,0
2023-03-31,0.0,-126.99999999999964,126.99999999999964,0
2023-04-03,534.9999999999994,534.9999999999994,0.0,0
2023-04-04,1045.0000000000018,1045.0000000000018,0.0,0
2023-04-05,929.9999999999983,929.9999999999983,0.0,0
2023-04-06,150.00000000000284,150.00000000000284,0.0,0
2023-04-10,474.99999999999716,402.9999999999972,71.99999999999993,0
2023-04-11,0.0,0.0,0.0,0
2023-04-12,0.0,0.0,0.0,0
2023-04-13,0.0,0.0,0.0,0
2023-04-14,0.0,-202.0,202.0,0
2023-04-17,619.9999999999989,619.9999999999989,0.0,0
2023-04-18,350.0000000000014,350.0000000000014,0.0,0
2023-04-19,489.99999999999915,489.99999999999915,0.0,0
2023-04-20,220.00000000000028,220.00000000000028,0.0,0
2023-04-21,615.0000000000006,458.0000000000005,157.00000000000006,0
2023-04-24,0.0,-172.00000000000028,172.00000000000028,0
2023-04-25,-259.99999999999943,-259.99999999999943,0.0,0
2023-04-26,164.99999999999773,164.99999999999773,0.0,0
2023-04-27,890.000000000002,890.000000000002,0.0,0
2023-04-28,-150.0,-150.0,0.0,0
2023-05-01,1090.0000000000005,833.0,257.00000000000045,0
2023-05-02,0.0,-166.99999999999986,166.99999999999986,0
2023-05-03,-1225.0000000000027,-1225.0000000000027,0.0,0
2023-05-04,-634.9999999999994,-634.9999999999994,0.0,0
2023-05-05,3405.000000000001,3405.000000000001,0.0,0
2023-05-08,959.9999999999994,959.9999999999994,0.0,0
2023-05-09,-415.00000000000057,-612.0000000000001,196.99999999999957,0
2023-05-10,0.0,0.0,0.0,0
2023-05-11,0.0,-106.99999999999972,106.99999999999972,0
2023-05-12,615.0000000000006,615.0000000000006,0.0,0
2023-05-15,589.9999999999977,589.9999999999977,0.0,0
2023-05-16,40.00000000000057,40.00000000000057,0.0,0
2023-05-17,-50.0,-50.0,0.0,0
2023-05-18,-1234.9999999999995,-1411.9999999999998,177.00000000000017,0
2023-05-19,0.0,-112.00000000000014,112.00000000000014,0
2023-05-22,175.0,175.0,0.0,0
2023-05-23,-139.99999999999915,-139.99999999999915,0.0,0
2023-05-24,-220.00000000000313,-220.00000000000313,0.0,0
2023-05-25,365.00000000000057,365.00000000000057,0.0,0
